entity_id,country_name_ja,region,subregion,category,title,body,source_name,source_url
KI,キリバス,Oceania,Micronesia,国土・地理,国土が四つの半球すべてにまたがる,島々は赤道の北と南、東経側と西経側に広がります。北半球・南半球・東半球・西半球のすべてに国土を持ちます。,キリバス観光局,https://kiribatitourism.gov.ki/about-us
KM,コモロ,Africa,Eastern Africa,言語・文字,公用語が三つある,シコモリ語、フランス語、アラビア語の三つが公用語です。日常、行政・教育、宗教と結び付く言語が制度上並んでいます。,コモロ憲法,https://www.constituteproject.org/constitution/Comoros_2018
KN,セントクリストファー・ネーヴィス,Americas,Caribbean,国の仕組み,ネービス島に独自の政府と議会がある,連邦を構成するネービス島には独自の議会と島政府があり、プレミアと閣僚が島の行政を担当します。,セントクリストファー・ネーヴィス政府,https://www.gov.kn/nevis-island-administration/
KP,北朝鮮,Asia,Eastern Asia,言語・文字,同じ朝鮮文字でも呼び名が異なる,韓国で一般に「ハングル」と呼ばれる文字は、北朝鮮では「朝鮮文字（チョソングル）」と呼ばれます。文字体系は共通でも語彙や表記に違いがあります。,Encyclopaedia Britannica,https://www.britannica.com/topic/Korean-language
KR,韓国,Asia,Eastern Asia,年齢・制度,法的な年齢基準を「満年齢」に統一した,複数の年齢の数え方が使われてきましたが、法令や行政上の基準は誕生日ごとに1歳加える満年齢へ統一されました。,韓国法制処,https://www.moleg.go.kr/menu.es?mid=a10111060000
KW,クウェート,Asia,Western Asia,暮らし・社会,家の「ディワニヤ」が地域の話し合いの場になる,ディワニヤは来客を迎え、近況や地域の出来事、社会問題を語り合う集まりや空間です。人間関係と地域社会を支える役割を持ちます。,UNESCO無形文化遺産,https://ich.unesco.org/en/RL/the-diwaniya-a-unifying-cultural-practice-in-kuwait-02281
KZ,カザフスタン,Asia,Central Asia,暦・時間,広い国土の時刻を一つに統一した,2024年3月から国土全体でUTC＋5の単一時間帯を使用しています。地域をまたいでも時計を合わせ直す必要がありません。,カザフスタン政府,https://www.gov.kz/memleket/entities/mfa-jakarta/press/news/details/715495?lang=en
LA,ラオス,Asia,South-eastern Asia,暦・休日,宗教行事の日付は月の満ち欠けで決まる,重要な仏教行事には太陰暦と仏暦で日付が決まるものがあります。西暦上の日付は年によって動きます。,ラオス通信社,https://kpl.gov.la/En/detail.aspx?id=84424
LB,レバノン,Asia,Western Asia,国の仕組み,主要三役を宗派で分ける慣例がある,政治上の慣例として、大統領はマロン派キリスト教徒、首相はスンニ派、国会議長はシーア派から選ぶ構成が続いています。,Anadolu Agency,https://www.aa.com.tr/en/middle-east/lebanese-president-begins-parliamentary-consultations-to-nominate-new-prime-minister/3448615
LC,セントルシア,Americas,Caribbean,国名・歴史,女性の名を持つ主権国家,国名は女性の聖人シラクサの聖ルチアに由来します。政府は、女性の名を冠した世界唯一の主権国家として紹介しています。,セントルシア政府,https://www.govt.lc/news/saint-lucia-pays-tribute-to-inspiring-women-around-the-world
LI,リヒテンシュタイン,Europe,Western Europe,通貨・お金,公式通貨は隣国のスイスフラン,独立国ですが、公式通貨にはスイスフランを使用しています。スイスフランを採用したのは1924年です。,リヒテンシュタイン政府,https://www.regierung.li/files/attachments/20251125-broschuere-begegnung-mit-einem-kleinstaat-639080401433496309.pdf
LK,スリランカ,Asia,Southern Asia,暦・休日,満月の日が毎月の公休日になる,毎月の満月の日がポヤ・デーとして公休日・銀行休日になります。満月で決まるため西暦上の日付は毎年変わります。,スリランカ中央銀行,https://www.cbsl.gov.lk/en/about/about-the-bank/bank-holidays-2026
LR,リベリア,Africa,Western Africa,通貨・お金,米ドルと自国通貨が並んで使われる,リベリア・ドルと米ドルの両方が法定通貨として流通します。価格、給与、銀行取引でも二つの通貨が並ぶことがあります。,リベリア中央銀行,https://www.cbl.org.lr/media/features-articles/gol-directives-against-exchange-rate-manipulation-measures-encourage-use
LS,レソト,Africa,Southern Africa,国土・地理,国土全体が標高1000メートルを超える,国土のすべてが標高1000メートルより高い場所にある独立国です。低地と呼ばれる地域も周辺国と比べると高い位置にあります。,レソト観光局,https://www.visitlesotho.org.ls/about-lesotho
LT,リトアニア,Europe,Northern Europe,休日・歴史,独立を記念する祝日が二つある,2月16日は1918年の国家再建、3月11日は1990年の独立回復を記念する祝日です。異なる歴史段階の独立をそれぞれ祝います。,リトアニア外務省,https://www.urm.lt/en/about-us/organisation/working-hours/939
LU,ルクセンブルク,Europe,Western Europe,交通・公共,国内の公共交通が原則無料,国内のバス、トラム、列車の普通席は住民だけでなく旅行者も原則無料です。列車の一等席と国境を越える区間は対象外です。,ルクセンブルク公共交通案内,https://www.mobiliteit.lu/en/tickets-page/fares/
LV,ラトビア,Europe,Northern Europe,名前・行政,外国人の名前もラトビア語の形に整えて記載する,公文書では外国語由来の氏名も、ラトビア語の発音や文法に合わせた形で記載されることがあります。条件を満たせば元の表記も併記できます。,ラトビア外務省,https://www.mfa.gov.lv/lv/media/14439/download?attachment=
LY,リビア,Africa,Northern Africa,インフラ・地理,砂漠の地下水を「人工の大河」で都市へ送る,南部砂漠の地下水をくみ上げ、巨大なパイプで沿岸都市へ運ぶ水供給システムがあります。自然の川ではなく、地下水を運ぶ大規模ネットワークです。,Great Man-Made River Authority,https://www.gmra.com.ly/en/about-gmmr/history-and-evolution-of-gmmr
MA,モロッコ,Africa,Northern Africa,暦・休日,アマジグの新年が1月14日の国民休日,アマジグ新年が1月14日の国民休日です。西暦の元日、イスラム暦の新年とは別に、もう一つの新年が祝日表に入っています。,モロッコ政府,https://maroc.ma/en/morocco/religious-and-national-holidays
MC,モナコ,Europe,Western Europe,通貨・お金,EU加盟国ではないがユーロを使い、独自硬貨も発行する,EU加盟国ではありませんが、通貨協定によりユーロを公式通貨として使います。発行量は限られますが、独自図柄のユーロ硬貨も発行できます。,欧州中央銀行,https://www.ecb.europa.eu/ecb-and-you/explainers/show-me/html/euro_outside_europe.en.html
MD,モルドバ,Europe,Eastern Europe,国土・行政,国内にトルコ語系の自治地域がある,南部にガガウズ自治区があり、住民の多くがトルコ語系のガガウズ語を話します。モルドバ国内の自治地域として独自の制度を持ちます。,Invest Moldova,https://invest.gov.md/wp-content/uploads/2025/12/Gagauzia-IT-BPO-2025_.pdf
ME,モンテネグロ,Europe,Southern Europe,通貨・お金,EUとの通貨協定がないままユーロを使う,EU加盟国でもユーロ圏加盟国でもありませんが、国内通貨としてユーロを使用しています。正式な通貨協定による導入ではありません。,欧州委員会,https://economy-finance.ec.europa.eu/euro/use-euro/euro-outside-euro-area_en
MG,マダガスカル,Africa,Eastern Africa,通貨・お金,通貨を100ではなく5に分ける,通貨アリアリは制度上1アリアリ＝5イライムビランジャです。多くの通貨にある100分の1ではなく、5分の1の補助単位を持ちます。,XE Currency,https://www.xe.com/currency/mga-malagasy-ariary/
MH,マーシャル諸島,Oceania,Micronesia,住所・郵便,独立国だが米国式のZIPコードを使う,米国郵便公社の郵便制度に組み込まれ、マジュロには96960などの米国式ZIPコードと「MH」の略号が使われます。,米国郵便公社,https://pe.usps.com/text/imm/immctry.htm
MK,北マケドニア,Europe,Southern Europe,国名・言語,国名は変わったが、言語名は変わっていない,2019年に国名が北マケドニア共和国へ変わりましたが、公用語は現在も「マケドニア語」であり、「北マケドニア語」ではありません。,北マケドニア外務省,https://mfa.gov.mk/en-GB/informacii-od-javen-karakter/zakoni
ML,マリ,Africa,Western Africa,言語・制度,フランス語は公用語ではなく作業言語,現在の憲法では国民言語が公用語とされ、フランス語は行政などで使う作業言語に位置付けられています。,マリ政府官報,https://sgg-mali.ml/JO/2023/mali-jo-2023-20-3.pdf
MM,ミャンマー (ビルマ),Asia,South-eastern Asia,名前・暮らし,多くの人に代々受け継ぐ姓がない,多くの人が日本や欧米のような世襲の姓を持たず、名前全体が一つの個人名として扱われます。家族でも同じ姓を共有しないことがあります。,SBS Cultural Atlas,https://culturalatlas.sbs.com.au/myanmar-burmese-culture/burmese-myanmar-culture-naming
MN,モンゴル,Asia,Eastern Asia,言語・文字,横書きと縦書き、二つの文字を使う,キリル文字が広く使われる一方、縦書きの伝統モンゴル文字も受け継がれています。政府機関では両文字を併用する取り組みが進められています。,モンゴル文化省,https://mocsty.gov.mn/en/news/9EoGUsjSp4bjs29DN5JB0Y8yByOzsV7i
MO,マカオ（中国）,Asia,Eastern Asia,通貨・お金,パタカは香港ドルに連動している,マカオの法定通貨パタカは香港ドルに連動し、1香港ドルに対して約1.03パタカの比率が維持されています。,マカオ金融管理局,https://cdn.amcm.gov.mo/uploads/files/research_and_stats/research_and_publication/quarterly_report/issue_no_18/bank_en.pdf
MR,モーリタニア,Africa,Western Africa,通貨・お金,通貨を100ではなく5に分ける,通貨ウギアは1ウギア＝5コウムです。多くの通貨の100分の1とは異なり、5分の1を補助単位とします。,モーリタニア中央銀行情報,https://en.wikipedia.org/wiki/Mauritanian_ouguiya
MT,マルタ,Europe,Southern Europe,言語・文字,アラビア語に近い言葉をラテン文字で書く,マルタ語はセム語系ですが、表記にはラテン文字を使います。マルタ語と英語が公用語です。,マルタ語国家評議会,https://kunsilltalmalti.gov.mt/national-council-for-the-maltese-language/
MU,モーリシャス,Africa,Eastern Africa,選挙・制度,選挙後に最大8人を追加議員にする,ベスト・ルーザー制度により、共同体間の議席の偏りを補うため、当選しなかった候補者から最大8人を追加議員として選べます。,モーリシャス政府,https://govmu.org/EN/infoservices/govadministration/Pages/nationalassembly.aspx
MV,モルディブ,Asia,Southern Asia,国土・観光制度,「一つの島に一つのリゾート」が基本形,リゾート観光では、一つの島を一つのリゾートとして運営する形が代表的です。住民が暮らす島と分かれている施設も多くあります。,モルディブ観光局,https://visitmaldives.com/en/news/stunning-one-island-one-resort-concept-only-in-maldives
MW,マラウイ,Africa,Eastern Africa,自然・地理,湖の魚の大部分がそこだけの固有種,マラウイ湖には多数のシクリッド科魚類が生息し、その大部分が固有種です。一つの湖の中で多くの魚が独自に進化しています。,UNESCO世界遺産,https://whc.unesco.org/en/canopy/malawi/
MX,メキシコ,Americas,Central America,国名・制度,正式な国名は「メキシコ合衆国」,一般にはメキシコと呼ばれますが、憲法上の国名はスペイン語で Estados Unidos Mexicanos、つまりメキシコ合衆国です。,メキシコ下院,https://www.diputados.gob.mx/LeyesBiblio/ref/cpeum.htm
MY,マレーシア,Asia,South-eastern Asia,国の仕組み,国王は9人の君主から選ばれる,君主がいる9州の統治者の中から、統治者会議によって国王が選ばれます。任期は5年です。,マレーシア議会,https://www.parlimen.gov.my/maklumat-umum.html?lang=en&uweb=dr
MZ,モザンビーク,Africa,Eastern Africa,国旗・制度,国旗に本・鍬・銃が描かれている,国旗には開いた本の上に鍬と銃を交差させた図柄があります。憲法では本は学習、鍬は生産、銃は防衛を表すと説明されています。,モザンビーク憲法,https://www.constituteproject.org/constitution/Mozambique_2007
NA,ナミビア,Africa,Southern Africa,言語・制度,憲法上の公用語は英語一つだけ,国内では複数の地域言語が使われますが、憲法上の公用語は英語だけです。条件を満たせば学校教育などで他言語も使えます。,ナミビア憲法,https://www.constituteproject.org/constitution/Namibia_2010
NE,ニジェール,Africa,Western Africa,国土・地理,国名になった川は南西部だけを流れる,ニジェール川は国土全体を横断せず、国内では南西部を流れます。国土の大部分はサハラ砂漠です。,UNEP GRID,https://dicf.unepgrid.ch/niger
NG,ナイジェリア,Africa,Western Africa,首都・行政,首都アブジャはどの州にも属さない,ナイジェリアは36州からなりますが、首都アブジャは州ではなく連邦首都領に置かれています。37番目の州ではありません。,ナイジェリア憲法資料,https://nigeriarights.gov.ng/files/publications/1999%20CONSTITUTION%20OF%20THE%20FRN.pdf
NI,ニカラグア,Americas,Central America,国土・行政,カリブ海側に二つの自治地域がある,北カリブ海岸自治地域と南カリブ海岸自治地域があり、一般の県とは異なる自治制度が設けられています。,ニカラグア国会,https://legislacion.asamblea.gob.ni/normaweb.nsf/b92aaea87dac762406257265005d21f7/adc835620b6bb306062580180059df9d
NL,オランダ,Europe,Western Europe,首都・行政,首都と政府所在地が別の都市,憲法上の首都はアムステルダムですが、政府、国会、中央官庁の多くはデン・ハーグに置かれています。,オランダ政府,https://www.government.nl/site/binaries/site-content/collections/documents/2017/04/21/culture-at-a-first-glance/CIB2015_ENG_publicatie_v8_DEF.pdf
NO,ノルウェー,Europe,Northern Europe,言語・文字,同じノルウェー語に二つの正式な書き言葉がある,ブークモールとニーノシュクという二つの正式な書き言葉があります。行政文書や学校教育でも使われ、地域により主に使う方が異なります。,ノルウェー政府,https://www.regjeringen.no/globalassets/upload/kud/internasjonalt_kultursamarbeid/norway_report_eform_en_2012_and_norway_statannex_eform_en_2012.pdf
NP,ネパール,Asia,Southern Asia,国旗・制度,国旗が長方形ではない,ネパールの国旗は上下に重なった二つの三角形からできています。一般的な長方形ではない独特の形です。,ネパール政府資料,https://giwmscdnone.gov.np/media/app/public/36/posts/1695537893_42.pdf
NR,ナウル,Oceania,Micronesia,首都・行政,法律上の正式な首都がない,正式な首都は定められておらず、政府機関は主にヤレン地区に集まっています。地図ではヤレンが事実上の首都として示されます。,ナウル政府,https://naurugov.nr/media/209166/nauru_bulletin__13_3sep2025__296_.pdf
NZ,ニュージーランド,Oceania,Australia and New Zealand,暦・時間,国内に45分違う時刻がある,チャタム諸島の標準時はニュージーランド本土より45分進んでいます。本土が午前10時なら、チャタム諸島は午前10時45分です。,ニュージーランド政府,https://www.govt.nz/browse/recreation-and-the-environment/daylight-saving/governing-legislation/
OM,オマーン,Asia,Western Asia,季節・地域,南部には夏に霧と緑の季節が来る,ドファール地方では6月から9月ごろにハリーフの季節があり、霧や細かな雨で山や平原が緑に変わります。,オマーン観光省,https://experienceoman.om/destinations/dhofar
PA,パナマ,Americas,Central America,通貨・お金,紙幣は米ドル、硬貨はバルボアも使う,バルボアは米ドルと1対1に固定され、バルボアは硬貨だけが発行されます。米ドル紙幣とバルボア硬貨が一緒に使われます。,パナマ銀行監督庁,https://www.superbancos.gob.pa/en/about-sbp/historical-review
PE,ペルー,Americas,South America,首都・歴史,現在の首都とは別に「歴史上の首都」がある,憲法はリマを共和国の首都とする一方、クスコを「歴史上の首都」と明記しています。,ペルー国会,https://www3.congreso.gob.pe/Docs/files/constitucion/Constitucion/files/basic-html/page37.html
PG,パプアニューギニア,Oceania,Melanesia,言語・文字,国内に800を超える先住民言語がある,公用語とは別に、800を超える異なる先住民言語があります。地域や共同体によって言葉が大きく異なります。,パプアニューギニア外務省,https://www.dfa.gov.pg/people-ethnic-groups/
PH,フィリピン,Asia,South-eastern Asia,国土・行政,「バランガイ」が地域行政の基本単位,バランガイは国内で最も小さい政治・行政単位です。都市や自治体の中が多数のバランガイに分かれています。,フィリピン統計庁,https://psa.gov.ph/statistics/technical-notes/167693
PK,パキスタン,Asia,Southern Asia,言語・制度,国語はウルドゥー語、行政では英語も使われる,憲法はウルドゥー語を国語とし、英語はウルドゥー語へ置き換えられるまで公的目的に使用できると定めています。州が地域言語の教育や振興を進めることも認めています。,パキスタン国民議会・憲法,https://na.gov.pk/uploads/documents/1333523681_951.pdf
PL,ポーランド,Europe,Eastern Europe,番号・行政,個人番号を見ると生年月日などが分かる,個人識別番号PESELは11桁で、生年月日、個人識別部分、性別を示す数字、確認用数字から構成されます。,ポーランド政府,https://wsc.gdansk.uw.gov.pl/en/slownik-pojec/pesel
PT,ポルトガル,Europe,Southern Europe,暦・時間,国内でもアゾレス諸島だけ時計が1時間遅い,ポルトガル本土とマデイラ諸島は同じ時刻ですが、アゾレス諸島は1時間遅い時刻を使います。,ポルトガル観光局,https://www.visitportugal.com/en/sobre-portugal/info-util
PW,パラオ,Oceania,Micronesia,入国・環境,入国時に環境保護の誓約へ署名する,訪問者は自然と文化を傷つけないことを約束するパラオ・プレッジへの署名を求められます。環境保護を入国手続きへ組み込んでいます。,パラオ政府,https://www.palaugov.pw/project-to-make-palau-a-carbon-neutral-destination-launched-by-palau-bureau-of-tourism-sustainable-travel-international-and-slow-food/
PY,パラグアイ,Americas,South America,言語・文字,スペイン語とグアラニー語がともに公用語,先住民由来のグアラニー語も国全体の公用語です。二つの言語は行政、教育、放送などで使われます。,パラグアイ政府資料,https://informacionpublica.paraguay.gov.py/public/272220-120171221073619179pdf-120171221073619179.pdf
QA,カタール,Asia,Western Asia,暮らし・社会,マジュリスが応接間であり社会の場でもある,マジュリスは客を迎え、近況や地域の出来事を話し合う場です。家庭の応接空間であると同時に、情報交換と社会的なつながりを支えます。,Visit Qatar,https://visitqatar.com/intl-en/about-qatar/traditions/majlis
RO,ルーマニア,Europe,Eastern Europe,選挙・制度,少数民族に国会議席を確保する仕組みがある,通常の選挙基準では議席を得られない場合でも、条件を満たす少数民族団体が下院で一議席を得られる制度があります。,ルーマニア大統領府・憲法,https://www.presidency.ro/en/the-constitution-of-romania
RS,セルビア,Europe,Southern Europe,言語・文字,同じセルビア語を二つの文字で書ける,セルビア語はキリル文字とラテン文字の両方で表記されます。憲法上の正式な使用文字はキリル文字ですが、日常では両方が使われます。,セルビア憲法,https://www.paragraf.rs/propisi/constitution-of-the-republic-of-serbia.html
RU,ロシア,Europe,Eastern Europe,暦・時間,国内に11の時間帯がある,最西部のカリーニングラードから極東のカムチャツカまで、標準時は11種類あります。同じ国内で最大10時間の時差があります。,ロシア外務省,https://kenya.mid.ru/en/press-centre/news/article_by_ambassador_of_russia_to_kenya_h_e_mr_v_tkachenko_on_the_national_day_of_russia/
RW,ルワンダ,Africa,Eastern Africa,暮らし・制度,毎月最後の土曜日に地域の共同作業をする,ウムガンダと呼ばれる共同作業が全国各地で行われます。道路整備、清掃、植樹、公共施設の整備などを住民が協力して進めます。,ルワンダ地方自治省,https://www.minaloc.gov.rw/news-detail/president-kagame-praises-rwandans-for-holding-on-to-umuganda
SA,サウジアラビア,Asia,Western Asia,暦・時間,公的な案内に「1400年代」の年号が現れる,月の満ち欠けに基づくウンム・アルクラー暦が公的な日付にも使われます。政府案内ではヒジュラ暦と西暦を併記することがあります。,サウジ通信社,https://www.spa.gov.sa/en/N2374812
SB,ソロモン諸島,Oceania,Melanesia,言語・制度,国会では英語でもピジン語でも話せる,国会の討論は英語またはピジン語で行えます。一方、法案や動議、報告書などの正式文書は英語で作成します。,ソロモン諸島国会,https://parliament.gov.sb/about/standing_orders/
SC,セーシェル,Africa,Eastern Africa,言語・文字,国の言語が三つある,セーシェル・クレオール語、英語、フランス語の三つが国の言語です。日常、行政、教育、報道で役割を分けながら使われます。,セーシェル大統領府,https://statehouse.gov.sc/news/7111/president-herminie-assents-to-the-seychelles-broadcasting-corporation-act-2026
SD,スーダン,Africa,Northern Africa,自然・首都,首都で白ナイルと青ナイルが一つになる,首都ハルツームで白ナイルと青ナイルが合流し、一つのナイル川になります。二つの大河が出会う地点に首都があります。,NASA Earth Observatory,https://science.nasa.gov/earth/earth-observatory/two-niles-meet-81186/
SE,スウェーデン,Europe,Northern Europe,番号・行政,個人番号の先頭に生年月日が入る,住民登録されると個人番号が割り当てられ、その先頭部分に生年月日が入ります。行政、医療、銀行など多くの場面で使われます。,スウェーデン税務庁,https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/personalidentitynumbers.4.2cf1b5cd163796a5c8b4295.html
SG,シンガポール,Asia,South-eastern Asia,交通・制度,車を持つには10年間の権利が必要,車を登録するにはCOEと呼ばれる車両保有権を入札で取得します。落札すると、その車を道路で使える権利が原則10年間与えられます。,シンガポール陸上交通庁,https://onemotoring.lta.gov.sg/content/onemotoring/home/buying/upfront-vehicle-costs/certificate-of-entitlement--coe-.html
SI,スロベニア,Europe,Southern Europe,言語・文字,「一人・二人・三人以上」で言葉の形が変わる,スロベニア語には単数と複数の間に双数が残っています。「私たち二人」など二人専用の文法形があります。,スロベニア政府,https://www.gov.si/en/topics/official-language/
SK,スロバキア,Europe,Eastern Europe,首都・地理,首都が二つの外国と直接接している,首都ブラチスラバの市域はオーストリアとハンガリーの両方に接しています。二つの国境を持つ首都です。,ブラチスラバ市資料,https://www.archivzverejnovanie.bratislava.sk/file/2085812
SL,シエラレオネ,Africa,Western Africa,通貨・お金,通貨からゼロを三つ外した,2022年に旧1000レオンを新1レオンへ切り替えました。価値を1000倍にしたのではなく、価格表示からゼロを三つ減らす通貨単位変更です。,シエラレオネ銀行,https://slobserver.org/wp-content/Library/220624%20BSL%20-%20Redenomination%20of%20the%20Leone.pdf
SM,サンマリノ,Europe,Southern Europe,国の仕組み,国家元首が二人いて、半年ごとに交代する,二人の執政が共同で国家を代表し、任期は6か月です。一人に権力が集中しないよう共同で行動します。,サンマリノ観光局,https://www.visitsanmarino.com/pub2/VisitSM/en/evento/20251001_1%C2%B0ottobre-cerimonia-di-investitura-dei-capitani-reggenti-.html
SN,セネガル,Africa,Western Africa,国土・地理,国土へ別の国が細長く入り込む,ガンビアがガンビア川に沿って東西へ細長く延び、三方向をセネガルに囲まれています。南部カザマンス地方は国内の他地域から地理的に隔てられます。,Refworld,https://www.refworld.org/reference/countryrep/marp/2003/en/46185
SO,ソマリア,Africa,Eastern Africa,言語・文字,現在の公式な文字表記は1972年に決まった,ソマリ語には複数の表記方法がありましたが、1972年にラテン文字を基礎とした表記が公式標準として採用されました。,ソマリア外務省,https://web.mfa.gov.so/country-profile/
SR,スリナム,Americas,South America,言語・文字,南米にありながら公用語はオランダ語,行政、法律、学校教育ではオランダ語が使われます。日常ではスラナン・トンゴなど多くの言語も話されています。,スリナム政府,https://gov.sr/wp-content/uploads/2025/07/IOM_GuideForImmigrants_A4_48p_v3_2025_03_P-web2.pdf
SS,南スーダン,Africa,Eastern Africa,言語・制度,すべての先住言語を国民言語と位置付ける,憲法は国内のすべての先住言語を国民言語として尊重し、発展させると定めます。一方、政府の公用作業言語は英語です。,南スーダン司法省,https://mojca.gov.ss/wp-content/uploads/2023/04/The-Transitional-Constitution-of-the-Repulic-of-South-Sudan.pdf
ST,サントメ・プリンシペ,Africa,Middle Africa,国土・地理,小さな島を赤道が横切る,ロラス島には赤道が通り、北半球と南半球の境界を示す記念碑があります。一つの小島の中で赤道を歩いて越えられます。,Pestana Equador,https://www.pestana.com/en/hotel/pestana-equador
SV,エルサルバドル,Americas,Central America,国土・行政,44市の中に262地区がある,行政再編により、国は44の市と、その内部に置かれる262の地区で構成されます。以前の市の多くは名称を残して地区になりました。,エルサルバドル国会,https://www.asamblea.gob.sv/node/12819
SY,シリア,Asia,Western Asia,言語・歴史,30文字ほどの古代アルファベットが見つかった,古代都市ウガリットでは、約30の記号からなる楔形文字式アルファベットが使われました。音を表す文字体系の歴史で重要な資料です。,UNESCO世界遺産,https://whc.unesco.org/en/tentativelists/1292/
SZ,エスワティニ,Africa,Southern Africa,通貨・お金,自国通貨と南アフリカ通貨を同じ価値で使える,リランゲニと南アフリカ・ランドは1対1の固定比率で、ランドも法定通貨として使えます。,エスワティニ中央銀行,https://www.centralbank.org.sz/currency/
TD,チャド,Africa,Middle Africa,国旗・制度,ルーマニアとほとんど同じ国旗,青、黄、赤を同じ幅で縦に並べた国旗で、ルーマニア国旗と非常によく似ています。主な違いは青色の濃さです。,チャド憲法資料,https://www.crteducazione.org/wp-content/uploads/2026/04/Ciad_Cost.-2018_EN.pdf
TG,トーゴ,Africa,Western Africa,首都・地理,首都のすぐ西がガーナ国境,首都ロメはトーゴ南西端にあり、市街地のすぐ西側がガーナとの国境です。首都から短い移動で別の国へ入ります。,イスラム開発銀行,https://www.isdb.org/togolese-republic
TH,タイ,Asia,South-eastern Asia,暦・時間,公文書では西暦より543大きい仏暦を使う,タイでは仏暦が広く使われ、西暦2024年は仏暦2567年です。西暦へ直すときは通常543を引きます。,タイ外務省,https://image.mfa.go.th/mfa/0/xJ3BrCz2xe/RTE_Ankara_Public_Holiday_2567_2024_%28Nov._2023_vers.%29.pdf
TJ,タジキスタン,Asia,Central Asia,言語・文字,ペルシャ語系の言葉をキリル文字で書く,タジク語はペルシャ語と近い言語ですが、標準表記には修正されたキリル文字を使います。音の系統と文字の見た目が異なります。,Encyclopaedia Iranica,https://www.iranicaonline.org/articles/tajik-ii-tajiki-persian/
TL,東ティモール,Asia,South-eastern Asia,通貨・お金,紙幣は米ドル、硬貨は自国のセンタボ,公式通貨は米ドルですが、硬貨は独自のセンタボを発行し、米国セントと同じ価値で使います。紙幣と硬貨で異なる国のデザインが並びます。,東ティモール中央銀行,https://www.bancocentral.tl/en/go/coins-in-circulation
TM,トルクメニスタン,Asia,Central Asia,国の立場,国連が認めた永世中立国,永世中立の地位は1995年に国連総会決議で認められました。現在も外交上の基本的な立場として中立を掲げています。,国連トルクメニスタン,https://turkmenistan.un.org/en/403-declaration-international-day-neutrality
TN,チュニジア,Africa,Northern Africa,通貨・お金,1ディナールを1000に分ける,1ディナール＝1000ミリームです。円やドルのような100分の1ではなく、500ミリームが0.5ディナールになります。,Western Union,https://www.westernunion.com/blog/en/currency-in-tunisia/
TO,トンガ,Oceania,Polynesia,土地・制度,土地を完全に売り渡すことが禁止されている,土地を他人へ売り切る形で譲渡することは法律で禁止されています。利用させる場合は賃貸借などの仕組みを使います。,トンガ議会,https://parliament.gov.to/en/media-centre/latest-news/tongatapu-noble-representative-no-2-concerns-about-the-illegal-sale-of-land
TR,トルコ,Asia,Western Asia,言語・文字,「I」と「İ」が別の文字,トルコ語では点のない ı・I と、点のある i・İ が別の文字です。大文字・小文字変換も英語とは異なります。,トルコ語アルファベット資料,https://en.wikipedia.org/wiki/Turkish_alphabet
TT,トリニダード・トバゴ,Americas,Caribbean,国土・行政,トバゴ島に独自の議会がある,トバゴ島にはトバゴ議会があり、国の枠組みの中で島内の行政や政策を担当します。執行部門も持ちます。,トバゴ議会,https://www.tha.gov.tt/
TV,ツバル,Oceania,Polynesia,デジタル・国名,国名から生まれた「.tv」が政府収入になる,国別ドメイン .tv はテレビを連想させるため世界中で利用価値があります。その運営契約から得る収入が政府会計にも計上されます。,ツバル財務省,https://finance.gov.tv/wp-content/uploads/2022/05/Whole-of-Government-Financial-Statements-2016.pdf
TW,台湾,Asia,Eastern Asia,暦・制度,1912年が「民国元年」,行政書類や公的な日付では民国紀年が使われることがあります。1912年を民国元年とするため、西暦2026年は民国115年です。,台湾総統府,https://www.president.gov.tw/Page/49
TZ,タンザニア,Africa,Eastern Africa,国の仕組み,国内のザンジバルに別の大統領と議会がある,ザンジバルはタンザニアの一部ですが、自治政府の大統領と独自の代議院を持ちます。独立国ではなく、国内の強い自治制度です。,ザンジバル大統領府,https://www.ikuluzanzibar.go.tz/
UA,ウクライナ,Europe,Eastern Europe,名前・行政,公的な氏名に「父称」が入る,姓と名に加え、父親の名前から作る父称が公的氏名の一部として使われます。行政や金融書類にも「姓・名・父称」の欄があります。,ウクライナ法令データベース,https://zakon.rada.gov.ua/laws/show/2947-14?lang=en
UG,ウガンダ,Africa,Eastern Africa,自然・地理,ヴィクトリア湖からナイル川が流れ出す,ジンジャにはヴィクトリア湖の水が白ナイルとして北へ流れ出す地点があります。ここから南スーダン、スーダン、エジプト方面へ向かいます。,ジンジャ市政府,https://jinja.go.ug/opportunites/nile
US,アメリカ,Americas,Northern America,暦・選挙,大統領選挙日は「第1月曜日の次の火曜日」,大統領選挙は4年ごとに、11月の第1月曜日の次の火曜日に行われます。日付は11月2日から8日の間になります。,USA.gov,https://www.usa.gov/presidential-election-process
UY,ウルグアイ,Americas,South America,選挙・制度,国政選挙の前に全政党が党内選挙を行う,国政選挙へ候補者を出す政党は、その前に制度化された党内選挙を行います。そこで各党の大統領候補などを決めます。,ウルグアイ選挙裁判所,https://www.corteelectoral.gub.uy/institucional/creacion_y_evolucion
UZ,ウズベキスタン,Asia,Central Asia,暮らし・自治,「マハッラ」が地域自治を支える,マハッラと呼ばれる地域共同体が、法律上、住民自治の仕組みとして位置付けられています。生活支援や地域行事などに関わります。,ウズベキスタン法令データベース,https://lex.uz/en/explanation/1636
